frame,timestamp_sec,detected,line_point_x,line_point_y,line_dir_x,line_dir_y,line_angle_deg_major,line_angle_deg_minor,longest_width_px,contour_area_px,final_combined_angle_deg,minor_len_px,top_ellipse_major_len_px,top_ellipse_minor_len_px,axis_x,axis_y,axis_z
1635,55.63262569832403,True,255.92,401.53,0.992,-0.1263,-7.26,86.55,135.58,2661.0,86.55,27.58,135.58,8.16,0.0597,-0.0076,0.9982
1636,55.66665176908752,True,258.41,401.71,0.992,-0.1262,-7.25,86.53,137.56,2686.0,86.53,28.05,137.56,8.32,0.06,-0.0076,0.9982
1637,55.700677839851025,True,259.19,402.19,0.9927,-0.1209,-6.95,86.89,134.56,2657.0,86.89,26.97,134.56,7.3,0.0539,-0.0066,0.9985
1638,55.73470391061453,True,260.41,402.17,0.9927,-0.1209,-6.95,86.59,137.54,2701.0,86.59,27.22,137.54,8.18,0.059,-0.0072,0.9982
1639,55.76872998137803,True,260.32,402.21,0.9929,-0.1186,-6.81,86.79,137.53,2709.0,86.79,27.26,137.53,7.71,0.0556,-0.0066,0.9984
1640,55.802756052141525,True,259.44,402.31,0.9937,-0.1125,-6.46,86.56,135.4,2697.0,86.56,27.22,135.4,8.13,0.0597,-0.0068,0.9982
1641,55.83678212290503,True,258.96,402.25,0.9939,-0.1104,-6.34,86.63,136.27,2721.0,86.63,27.21,136.27,8.0,0.0584,-0.0065,0.9983
1642,55.87080819366853,True,257.62,402.06,0.9942,-0.1073,-6.16,86.14,136.26,2744.0,86.14,28.74,136.26,9.17,0.0669,-0.0072,0.9977
1643,55.90483426443203,True,256.29,401.83,0.9945,-0.1051,-6.03,86.27,138.24,2766.0,86.27,28.2,138.24,8.98,0.0646,-0.0068,0.9979
1644,55.938860335195535,True,255.18,401.76,0.9947,-0.1026,-5.89,86.19,137.13,2764.0,86.19,28.24,137.13,9.11,0.066,-0.0068,0.9978
1645,55.97288640595903,True,253.68,401.49,0.9953,-0.0972,-5.58,86.18,138.0,2764.0,86.18,27.57,138.0,9.2,0.0663,-0.0065,0.9978
1646,56.00691247672253,True,253.04,401.5,0.9952,-0.0982,-5.64,86.61,137.11,2757.0,86.61,27.65,137.11,8.11,0.0589,-0.0058,0.9982
1647,56.040938547486036,True,252.28,401.31,0.9954,-0.0953,-5.47,86.32,137.0,2724.0,86.32,27.32,137.0,8.8,0.064,-0.0061,0.9979
1648,56.07496461824954,True,251.8,401.3,0.9957,-0.0924,-5.3,86.31,137.98,2745.0,86.31,29.18,137.98,8.88,0.0641,-0.0059,0.9979
1649,56.108990689013034,True,251.38,401.48,0.996,-0.0889,-5.1,87.0,136.97,2709.0,87.0,27.46,136.97,7.17,0.0521,-0.0047,0.9986
1650,56.143016759776536,True,251.68,401.78,0.9965,-0.0839,-4.81,86.53,134.87,2675.0,86.53,27.9,134.87,8.15,0.0603,-0.0051,0.9982
1651,56.17704283054004,True,253.45,401.94,0.9965,-0.0839,-4.81,86.61,136.86,2678.0,86.61,28.35,136.86,8.08,0.0589,-0.005,0.9983
1652,56.21106890130354,True,255.18,402.12,0.9965,-0.0832,-4.77,87.36,136.86,2642.0,87.36,26.84,136.86,6.31,0.046,-0.0038,0.9989
1653,56.245094972067044,True,255.31,402.39,0.997,-0.0779,-4.47,86.98,133.76,2607.0,86.98,27.21,133.76,7.04,0.0525,-0.0041,0.9986
1654,56.27912104283054,True,257.58,402.63,0.9969,-0.0787,-4.51,87.08,134.76,2606.0,87.08,27.74,134.76,6.86,0.0508,-0.004,0.9987
1655,56.31314711359404,True,259.41,403.21,0.9977,-0.0682,-3.91,86.39,130.65,2548.0,86.39,26.68,130.65,8.23,0.0629,-0.0043,0.998
1656,56.347173184357544,True,261.99,403.13,0.9975,-0.071,-4.07,87.46,134.66,2592.0,87.46,26.61,134.66,5.96,0.0441,-0.0031,0.999
1657,56.38119925512105,True,264.08,403.1,0.9974,-0.0714,-4.1,87.27,135.66,2599.0,87.27,26.72,135.66,6.46,0.0475,-0.0034,0.9989
1658,56.41522532588454,True,265.23,403.18,0.9975,-0.0702,-4.03,87.28,136.65,2620.0,87.28,26.89,136.65,6.49,0.0474,-0.0033,0.9989
1659,56.449251396648044,True,263.54,403.41,0.9983,-0.0581,-3.33,86.04,130.54,2532.0,86.04,26.94,130.54,9.02,0.069,-0.004,0.9976
1660,56.48327746741155,True,263.9,403.32,0.9984,-0.0574,-3.29,86.11,131.53,2549.0,86.11,26.82,131.53,8.92,0.0677,-0.0039,0.9977
1661,56.51730353817505,True,263.96,403.34,0.9984,-0.057,-3.27,87.5,132.53,2575.0,87.5,26.85,132.53,5.77,0.0435,-0.0025,0.9991
1662,56.55132960893855,True,263.81,403.25,0.9984,-0.057,-3.27,87.4,132.53,2576.0,87.4,26.77,132.53,6.02,0.0453,-0.0026,0.999
1663,56.58535567970205,True,262.38,403.12,0.9986,-0.0524,-3.0,87.72,135.44,2610.0,87.72,26.45,135.44,5.39,0.0398,-0.0021,0.9992
1664,56.61938175046555,True,261.23,403.02,0.9987,-0.0508,-2.91,87.77,135.44,2601.0,87.77,26.34,135.44,5.27,0.0388,-0.002,0.9992
1665,56.65340782122905,True,260.77,402.94,0.9987,-0.0518,-2.97,87.26,133.39,2576.0,87.26,28.23,133.39,6.38,0.0478,-0.0025,0.9989
1666,56.687433891992555,True,258.93,402.94,0.9988,-0.049,-2.81,87.73,135.38,2576.0,87.73,26.23,135.38,5.37,0.0396,-0.0019,0.9992
1667,56.72145996275605,True,256.79,402.77,0.999,-0.0443,-2.54,87.97,136.35,2558.0,87.97,25.85,136.35,4.84,0.0355,-0.0016,0.9994
1668,56.75548603351955,True,253.51,403.13,0.9995,-0.0303,-1.74,86.41,129.24,2452.0,86.41,26.34,129.24,8.1,0.0626,-0.0019,0.998
1669,56.789512104283055,True,253.02,403.16,0.9995,-0.0314,-1.8,86.52,128.25,2427.0,86.52,26.37,128.25,7.79,0.0607,-0.0019,0.9982
1670,56.82353817504656,True,252.98,403.23,0.9995,-0.0306,-1.76,87.08,128.25,2403.0,87.08,26.51,128.25,6.54,0.051,-0.0016,0.9987
1671,56.85756424581006,True,253.49,403.34,0.9996,-0.0292,-1.67,87.47,129.24,2400.0,87.47,26.76,129.24,5.71,0.0441,-0.0013,0.999
1672,56.891590316573556,True,255.12,403.44,0.9995,-0.0317,-1.81,87.41,131.25,2431.0,87.41,26.93,131.25,5.94,0.0452,-0.0014,0.999
1673,56.92561638733706,True,257.49,403.35,0.9994,-0.0346,-1.98,88.36,133.27,2442.0,88.36,26.86,133.27,3.81,0.0286,-0.001,0.9996
1674,56.95964245810056,True,260.57,403.29,0.9992,-0.039,-2.23,88.02,136.29,2481.0,88.02,26.83,136.29,4.7,0.0345,-0.0013,0.9994
1675,56.99366852886406,True,262.57,403.4,0.9992,-0.0391,-2.24,88.37,136.29,2492.0,88.37,25.07,136.29,3.88,0.0284,-0.0011,0.9996
1676,57.02769459962756,True,264.77,403.39,0.9993,-0.0387,-2.22,88.36,137.28,2501.0,88.36,25.05,137.28,3.93,0.0286,-0.0011,0.9996
1677,57.06172067039106,True,265.71,403.45,0.9993,-0.0382,-2.19,88.4,137.28,2513.0,88.4,25.17,137.28,3.82,0.0278,-0.0011,0.9996
1678,57.095746741154564,True,266.13,403.71,0.9996,-0.0265,-1.52,88.37,131.19,2462.0,88.37,25.47,131.19,3.73,0.0284,-0.0008,0.9996
1679,57.129772811918066,True,267.25,403.55,0.9997,-0.025,-1.43,88.08,131.18,2458.0,88.08,27.15,131.18,4.4,0.0335,-0.0008,0.9994
1680,57.16379888268157,True,268.56,403.55,0.9997,-0.0257,-1.47,88.06,132.19,2477.0,88.06,27.17,132.19,4.47,0.0338,-0.0009,0.9994
1681,57.197824953445064,True,268.94,403.53,0.9996,-0.0267,-1.53,88.0,133.19,2493.0,88.0,27.15,133.19,4.64,0.0348,-0.0009,0.9994
1682,57.23185102420857,True,268.72,403.49,0.9997,-0.0263,-1.5,87.89,133.19,2500.0,87.89,27.07,133.19,4.89,0.0367,-0.001,0.9993
1683,57.26587709497207,True,268.82,403.4,0.9996,-0.0274,-1.57,88.02,131.2,2487.0,88.02,26.94,131.2,4.54,0.0346,-0.0009,0.9994
1684,57.29990316573557,True,266.09,403.31,0.9998,-0.022,-1.26,88.19,134.14,2514.0,88.19,26.71,134.14,4.23,0.0315,-0.0007,0.9995
1685,57.333929236499074,True,264.94,403.12,0.9997,-0.0232,-1.33,88.05,134.15,2530.0,88.05,26.37,134.15,4.57,0.034,-0.0008,0.9994
1686,57.36795530726257,True,263.12,402.96,0.9998,-0.022,-1.26,87.27,135.14,2545.0,87.27,26.06,135.14,6.43,0.0476,-0.001,0.9989
1687,57.40198137802607,True,261.17,402.92,0.9998,-0.0203,-1.16,87.23,135.13,2564.0,87.23,27.92,135.13,6.53,0.0483,-0.001,0.9988
1688,57.436007448789574,True,259.92,402.83,0.9998,-0.0205,-1.18,87.12,137.14,2607.0,87.12,27.77,137.14,6.88,0.0502,-0.001,0.9987
1689,57.47003351955308,True,259.5,402.4,0.9996,-0.0273,-1.56,87.76,138.19,2676.0,87.76,26.98,138.19,5.4,0.0391,-0.0011,0.9992
1690,57.50405959031657,True,258.43,402.48,0.9996,-0.0283,-1.62,86.99,138.2,2709.0,86.99,27.14,138.2,7.26,0.0525,-0.0015,0.9986
1691,57.538085661080075,True,257.83,402.47,0.9996,-0.0287,-1.64,87.12,137.23,2715.0,87.12,27.14,137.23,6.91,0.0503,-0.0014,0.9987
1692,57.57211173184358,True,257.74,402.44,0.9996,-0.028,-1.61,87.01,137.23,2721.0,87.01,27.07,137.23,7.15,0.0521,-0.0015,0.9986
1693,57.60613780260708,True,257.74,402.3,0.9995,-0.0305,-1.75,86.44,137.24,2769.0,86.44,26.82,137.24,8.52,0.062,-0.0019,0.9981
1694,57.64016387337058,True,258.73,402.07,0.9994,-0.0345,-1.98,86.24,137.26,2807.0,86.24,28.37,137.26,8.99,0.0655,-0.0023,0.9979
1695,57.67418994413408,True,259.51,401.73,0.9994,-0.0339,-1.94,86.52,137.29,2827.0,86.52,29.68,137.29,8.34,0.0607,-0.0021,0.9982
1696,57.70821601489758,True,260.54,401.65,0.9994,-0.0342,-1.96,85.9,137.3,2851.0,85.9,29.52,137.3,9.82,0.0715,-0.0024,0.9974
1697,57.74224208566108,True,262.33,401.42,0.9993,-0.0372,-2.13,85.92,138.31,2906.0,85.92,29.08,138.31,9.84,0.0711,-0.0026,0.9975
1698,57.776268156424585,True,263.96,401.27,0.9993,-0.037,-2.12,85.82,138.31,2920.0,85.82,28.73,138.31,10.09,0.0729,-0.0027,0.9973
1699,57.81029422718808,True,265.29,401.25,0.9993,-0.0372,-2.13,86.46,137.31,2915.0,86.46,28.72,137.31,8.47,0.0617,-0.0023,0.9981
1700,57.84432029795158,True,266.79,401.22,0.9993,-0.0365,-2.09,86.51,138.31,2935.0,86.51,28.63,138.31,8.43,0.0609,-0.0022,0.9981
1701,57.878346368715086,True,267.02,401.21,0.9993,-0.0364,-2.09,86.7,138.35,2941.0,86.7,28.63,138.35,7.95,0.0575,-0.0021,0.9983
1702,57.91237243947859,True,268.52,401.39,0.9992,-0.0401,-2.3,86.5,137.37,2945.0,86.5,29.04,137.37,8.37,0.0609,-0.0024,0.9981
1703,57.94639851024209,True,268.48,401.36,0.9991,-0.0428,-2.46,86.01,137.43,2956.0,86.01,28.91,137.43,9.57,0.0696,-0.003,0.9976
1704,57.980424581005586,True,268.62,401.29,0.999,-0.0457,-2.62,85.75,137.45,2966.0,85.75,28.88,137.45,10.18,0.074,-0.0034,0.9973
1705,58.01445065176909,True,267.71,401.3,0.9989,-0.0465,-2.67,85.69,137.46,2963.0,85.69,28.91,137.46,10.34,0.0751,-0.0035,0.9972
1706,58.04847672253259,True,266.74,401.27,0.9988,-0.0493,-2.83,85.65,137.47,2964.0,85.65,28.88,137.47,10.43,0.0758,-0.0037,0.9971
1707,58.082502793296094,True,265.46,401.27,0.9987,-0.0503,-2.88,85.75,138.48,2980.0,85.75,28.85,138.48,10.26,0.074,-0.0037,0.9973
1708,58.11652886405959,True,264.87,401.24,0.9986,-0.052,-2.98,85.84,137.49,2958.0,85.84,28.85,137.49,9.98,0.0725,-0.0038,0.9974
1709,58.15055493482309,True,263.17,401.12,0.9986,-0.0535,-3.06,86.56,138.5,2956.0,86.56,28.54,138.5,8.31,0.0599,-0.0032,0.9982
1710,58.184581005586594,True,260.75,400.91,0.9984,-0.0561,-3.22,85.56,137.57,2954.0,85.56,28.2,137.57,10.65,0.0773,-0.0043,0.997
1711,58.2186070763501,True,259.7,400.73,0.9982,-0.0596,-3.42,85.23,137.59,2987.0,85.23,29.85,137.59,11.44,0.083,-0.005,0.9965
1712,58.2526331471136,True,258.17,400.44,0.9981,-0.0613,-3.51,86.23,138.66,2981.0,86.23,29.21,138.66,9.11,0.0656,-0.004,0.9978
1713,58.286659217877094,True,257.68,400.24,0.9979,-0.0648,-3.72,85.57,137.68,3004.0,85.57,28.89,137.68,10.64,0.0771,-0.005,0.997
1714,58.3206852886406,True,256.82,400.01,0.9978,-0.0666,-3.82,85.35,137.69,3022.0,85.35,28.47,137.69,11.16,0.0809,-0.0054,0.9967
1715,58.3547113594041,True,256.93,399.91,0.9977,-0.0674,-3.86,85.66,138.7,3054.0,85.66,30.14,138.7,10.51,0.0756,-0.0051,0.9971
1716,58.3887374301676,True,257.86,399.64,0.9974,-0.0722,-4.14,85.23,137.8,3079.0,85.23,29.76,137.8,11.47,0.083,-0.006,0.9965
1717,58.4227635009311,True,258.98,399.27,0.9973,-0.0739,-4.24,85.11,138.8,3119.0,85.11,31.04,138.8,11.83,0.085,-0.0063,0.9964
1718,58.4567895716946,True,260.39,399.18,0.9973,-0.0728,-4.18,85.53,137.87,3118.0,85.53,30.77,137.87,10.75,0.0778,-0.0057,0.997
1719,58.4908156424581,True,262.14,398.92,0.997,-0.0773,-4.43,84.99,138.9,3156.0,84.99,30.4,138.9,12.14,0.0871,-0.0068,0.9962
1720,58.524841713221605,True,263.83,398.68,0.9969,-0.0784,-4.5,85.18,138.83,3172.0,85.18,31.87,138.83,11.66,0.0837,-0.0066,0.9965
1721,58.55886778398511,True,264.87,398.6,0.9968,-0.0795,-4.56,85.37,138.99,3163.0,85.37,31.71,138.99,11.21,0.0804,-0.0064,0.9967
1722,58.5928938547486,True,266.01,398.38,0.9964,-0.0848,-4.86,84.68,139.03,3193.0,84.68,31.32,139.03,12.9,0.0924,-0.0079,0.9957
1723,58.626919925512105,True,265.99,398.17,0.9963,-0.0857,-4.92,85.3,139.03,3190.0,85.3,30.9,139.03,11.39,0.0816,-0.007,0.9966
1724,58.66094599627561,True,265.87,398.13,0.9963,-0.0855,-4.91,85.37,139.03,3185.0,85.37,30.81,139.03,11.23,0.0804,-0.0069,0.9967
1725,58.69497206703911,True,265.49,398.05,0.9963,-0.0855,-4.9,85.12,139.77,3203.0,85.12,30.59,139.77,11.88,0.0847,-0.0073,0.9964
1726,58.728998137802606,True,264.93,397.98,0.9962,-0.0867,-4.98,85.42,139.13,3179.0,85.42,30.54,139.13,11.12,0.0796,-0.0069,0.9968
1727,58.76302420856611,True,264.03,398.2,0.9961,-0.0877,-5.03,85.36,139.13,3201.0,85.36,30.98,139.13,11.25,0.0806,-0.0071,0.9967
1728,58.79705027932961,True,263.14,398.27,0.996,-0.0895,-5.14,85.3,139.15,3193.0,85.3,31.15,139.15,11.41,0.0817,-0.0073,0.9966
1729,58.83107635009311,True,261.76,398.41,0.9958,-0.092,-5.28,84.99,139.07,3199.0,84.99,31.37,139.07,12.14,0.0869,-0.008,0.9962
1730,58.865102420856616,True,259.85,398.54,0.9955,-0.0948,-5.44,85.19,139.18,3183.0,85.19,29.67,139.18,11.68,0.0836,-0.008,0.9965
1731,58.89912849162011,True,259.05,398.62,0.9955,-0.0944,-5.42,85.39,139.27,3204.0,85.39,29.88,139.27,11.18,0.0799,-0.0076,0.9968
1732,58.93315456238361,True,256.51,398.53,0.9953,-0.0967,-5.55,84.93,138.29,3181.0,84.93,31.59,138.29,12.22,0.088,-0.0086,0.9961
1733,58.967180633147116,True,254.67,398.4,0.9949,-0.1008,-5.78,84.1,138.32,3194.0,84.1,31.38,138.32,14.21,0.1022,-0.0104,0.9947
1734,59.00120670391062,True,252.85,398.19,0.9947,-0.1027,-5.89,84.57,139.22,3230.0,84.57,31.01,139.22,13.18,0.0942,-0.0097,0.9955
1735,59.035232774674114,True,251.44,398.01,0.9945,-0.1045,-6.0,84.97,138.44,3217.0,84.97,30.78,138.44,12.15,0.0873,-0.0092,0.9961
1736,59.069258845437616,True,250.48,397.72,0.9938,-0.1108,-6.36,83.92,138.48,3250.0,83.92,32.25,138.48,14.66,0.1052,-0.0117,0.9944
1737,59.10328491620112,True,249.95,397.44,0.9939,-0.1106,-6.35,84.31,139.25,3276.0,84.31,31.56,139.25,13.8,0.0985,-0.011,0.9951
1738,59.13731098696462,True,250.62,397.23,0.9933,-0.1156,-6.64,84.0,138.62,3293.0,84.0,31.33,138.62,14.5,0.1039,-0.0121,0.9945
1739,59.171337057728124,True,250.78,397.24,0.9933,-0.1152,-6.62,83.52,138.62,3309.0,83.52,33.14,138.62,15.64,0.1121,-0.013,0.9936
1740,59.20536312849162,True,253.32,397.24,0.9928,-0.1199,-6.89,84.36,138.65,3309.0,84.36,31.29,138.65,13.63,0.0976,-0.0118,0.9952
1741,59.23938919925512,True,255.66,397.41,0.9923,-0.1241,-7.13,84.24,138.8,3328.0,84.24,31.74,138.8,13.92,0.0995,-0.0124,0.995
1742,59.273415270018624,True,256.71,397.43,0.9922,-0.125,-7.18,84.47,138.93,3336.0,84.47,31.8,138.93,13.4,0.0957,-0.0121,0.9953
1743,59.30744134078213,True,260.41,397.75,0.9916,-0.1291,-7.42,83.6,138.95,3316.0,83.6,32.37,138.95,15.48,0.1105,-0.0144,0.9938
1744,59.34146741154562,True,262.35,397.77,0.9913,-0.1313,-7.54,84.15,138.97,3301.0,84.15,32.41,138.97,14.17,0.1011,-0.0134,0.9948
1745,59.375493482309125,True,263.58,397.91,0.9911,-0.1332,-7.65,84.77,138.98,3261.0,84.77,30.78,138.98,12.67,0.0904,-0.0121,0.9958
1746,59.40951955307263,True,264.03,397.9,0.9912,-0.1326,-7.62,84.92,139.43,3263.0,84.92,30.61,139.43,12.34,0.0877,-0.0117,0.9961
1747,59.44354562383613,True,264.51,398.04,0.9909,-0.1346,-7.73,84.6,138.98,3228.0,84.6,31.03,138.98,13.08,0.0933,-0.0127,0.9956
1748,59.47757169459963,True,263.66,398.09,0.9906,-0.1369,-7.87,84.69,139.13,3211.0,84.69,31.17,139.13,12.87,0.0916,-0.0127,0.9957
1749,59.51159776536313,True,261.8,397.99,0.9908,-0.1352,-7.77,84.84,139.12,3171.0,84.84,30.72,139.12,12.52,0.0892,-0.0122,0.9959
1750,59.54562383612663,True,259.21,397.89,0.9909,-0.1348,-7.75,84.92,139.84,3175.0,84.92,30.65,139.84,12.39,0.0878,-0.0119,0.9961
1751,59.57964990689013,True,256.31,397.68,0.9905,-0.1373,-7.89,84.89,139.0,3128.0,84.89,30.27,139.0,12.37,0.0882,-0.0122,0.996
1752,59.613675977653635,True,253.28,397.41,0.9905,-0.1377,-7.91,85.13,139.85,3140.0,85.13,29.72,139.85,11.87,0.0841,-0.0117,0.9964
1753,59.64770204841713,True,250.5,397.28,0.9901,-0.1407,-8.09,84.97,139.01,3113.0,84.97,29.55,139.01,12.18,0.0868,-0.0123,0.9962
1754,59.68172811918063,True,247.66,397.06,0.99,-0.1414,-8.13,85.19,139.16,3096.0,85.19,29.15,139.16,11.68,0.0831,-0.0119,0.9965
1755,59.715754189944136,True,246.7,397.08,0.9899,-0.1419,-8.16,85.05,139.16,3097.0,85.05,29.22,139.16,12.02,0.0855,-0.0123,0.9963
1756,59.74978026070764,True,244.39,397.02,0.9897,-0.1432,-8.23,84.37,138.18,3085.0,84.37,31.0,138.18,13.56,0.0971,-0.014,0.9952
1757,59.78380633147114,True,244.07,397.05,0.9893,-0.1457,-8.38,84.86,138.19,3077.0,84.86,29.28,138.19,12.39,0.0887,-0.0131,0.996
1758,59.817832402234636,True,244.19,397.2,0.9892,-0.1463,-8.41,84.9,138.19,3087.0,84.9,29.31,138.19,12.29,0.088,-0.013,0.996
1759,59.85185847299814,True,245.6,397.38,0.9887,-0.15,-8.63,84.74,137.37,3086.0,84.74,29.81,137.37,12.6,0.0906,-0.0138,0.9958
1760,59.88588454376164,True,247.31,397.6,0.9883,-0.1528,-8.79,84.58,138.38,3097.0,84.58,30.18,138.38,13.06,0.0933,-0.0144,0.9955
1761,59.91991061452514,True,249.39,397.8,0.9882,-0.1532,-8.81,84.48,138.22,3103.0,84.48,30.6,138.22,13.29,0.095,-0.0147,0.9954
1762,59.95393668528864,True,250.65,397.98,0.9877,-0.1561,-8.98,85.53,137.56,3099.0,85.53,29.07,137.56,10.73,0.077,-0.0122,0.997
1763,59.98796275605214,True,253.1,397.92,0.9875,-0.1574,-9.06,84.42,138.4,3111.0,84.42,30.76,138.4,13.45,0.0959,-0.0153,0.9953
1764,60.021988826815644,True,257.18,398.06,0.9872,-0.1592,-9.16,85.39,138.56,3099.0,85.39,29.09,138.56,11.15,0.0794,-0.0128,0.9968
1765,60.056014897579146,True,259.72,397.92,0.9871,-0.1601,-9.21,85.37,139.4,3103.0,85.37,28.99,139.4,11.24,0.0796,-0.0129,0.9967
1766,60.09004096834265,True,261.6,397.8,0.9869,-0.1613,-9.28,86.15,139.4,3071.0,86.15,28.73,139.4,9.35,0.0662,-0.0108,0.9977
1767,60.124067039106144,True,262.8,397.68,0.9869,-0.1616,-9.3,86.3,139.56,3049.0,86.3,28.54,139.56,9.0,0.0636,-0.0104,0.9979
1768,60.15809310986965,True,263.57,397.62,0.987,-0.161,-9.26,86.37,139.4,3015.0,86.37,28.36,139.4,8.82,0.0625,-0.0102,0.998
1769,60.19211918063315,True,263.57,397.57,0.9869,-0.1612,-9.28,86.36,139.4,2996.0,86.36,28.25,139.4,8.86,0.0627,-0.0102,0.998
1770,60.22614525139665,True,261.94,397.61,0.987,-0.1608,-9.26,86.68,139.56,2953.0,86.68,28.14,139.56,8.08,0.0571,-0.0093,0.9983
1771,60.26017132216015,True,260.15,397.5,0.9872,-0.1593,-9.17,86.81,139.23,2924.0,86.81,27.98,139.23,7.75,0.055,-0.0089,0.9984
1772,60.29419739292365,True,257.92,397.61,0.9872,-0.1596,-9.18,87.1,139.55,2922.0,87.1,30.11,139.55,7.07,0.05,-0.0081,0.9987
1773,60.32822346368715,True,255.65,397.54,0.9871,-0.1603,-9.22,87.0,139.56,2893.0,87.0,28.22,139.56,7.29,0.0516,-0.0084,0.9986
1774,60.362249534450655,True,253.23,397.56,0.9871,-0.1599,-9.2,86.98,139.23,2886.0,86.98,28.12,139.23,7.34,0.052,-0.0084,0.9986
1775,60.39627560521416,True,251.0,397.5,0.9871,-0.1602,-9.22,86.97,139.24,2876.0,86.97,28.26,139.24,7.36,0.0522,-0.0085,0.9986
1776,60.43030167597765,True,249.05,397.65,0.9873,-0.1591,-9.16,87.13,139.23,2864.0,87.13,28.57,139.23,6.97,0.0494,-0.008,0.9987
1777,60.464327746741155,True,247.52,397.7,0.9871,-0.1599,-9.2,87.3,138.57,2845.0,87.3,28.5,138.57,6.53,0.0465,-0.0075,0.9989
1778,60.49835381750466,True,246.62,397.91,0.9869,-0.1613,-9.28,87.25,138.57,2840.0,87.25,26.96,138.57,6.66,0.0474,-0.0077,0.9988
1779,60.53237988826816,True,245.5,398.14,0.9873,-0.1591,-9.15,86.73,138.25,2822.0,86.73,27.39,138.25,7.87,0.0562,-0.0091,0.9984
1780,60.56640595903166,True,245.47,398.24,0.9871,-0.1604,-9.23,86.72,138.41,2834.0,86.72,27.58,138.41,7.91,0.0564,-0.0092,0.9984
1781,60.60043202979516,True,246.23,398.44,0.9868,-0.1617,-9.31,86.81,137.43,2844.0,86.81,29.86,137.43,7.64,0.0549,-0.009,0.9985
1782,60.63445810055866,True,247.17,398.75,0.9868,-0.162,-9.32,87.16,137.59,2830.0,87.16,28.49,137.59,6.82,0.0489,-0.008,0.9988
1783,60.66848417132216,True,249.28,398.94,0.9863,-0.1647,-9.48,87.02,138.43,2860.0,87.02,28.92,138.43,7.18,0.0512,-0.0086,0.9987
1784,60.702510242085665,True,250.3,399.08,0.9862,-0.1657,-9.54,87.15,138.43,2865.0,87.15,29.19,138.43,6.89,0.0491,-0.0083,0.9988
1785,60.73653631284916,True,253.75,399.17,0.986,-0.1665,-9.59,87.37,138.43,2821.0,87.37,27.56,138.43,6.36,0.0453,-0.0077,0.9989
1786,60.77056238361266,True,256.06,399.17,0.986,-0.167,-9.61,87.58,137.61,2801.0,87.58,27.66,137.61,5.81,0.0416,-0.007,0.9991
1787,60.804588454376166,True,257.47,399.07,0.9859,-0.1675,-9.64,87.38,138.6,2807.0,87.38,27.27,138.6,6.32,0.045,-0.0076,0.999
1788,60.83861452513967,True,258.53,399.18,0.9862,-0.1653,-9.52,87.73,138.59,2785.0,87.73,27.49,138.59,5.48,0.039,-0.0065,0.9992
1789,60.87264059590317,True,259.67,398.85,0.9864,-0.1643,-9.45,87.65,138.42,2737.0,87.65,26.88,138.42,5.69,0.0405,-0.0067,0.9992
1790,60.906666666666666,True,259.65,398.85,0.9865,-0.1635,-9.41,87.68,138.42,2737.0,87.68,26.88,138.42,5.59,0.0399,-0.0066,0.9992
1791,60.94069273743017,True,259.54,398.76,0.9865,-0.1635,-9.41,87.7,138.42,2720.0,87.7,26.67,138.42,5.56,0.0396,-0.0066,0.9992
1792,60.97471880819367,True,258.44,398.77,0.9869,-0.1616,-9.3,87.87,138.41,2723.0,87.87,26.65,138.41,5.16,0.0368,-0.006,0.9993
1793,61.008744878957174,True,257.13,398.39,0.9871,-0.1602,-9.22,87.76,137.26,2676.0,87.76,27.76,137.26,5.36,0.0386,-0.0063,0.9992
1794,61.04277094972067,True,254.48,398.33,0.9878,-0.156,-8.97,88.02,137.25,2680.0,88.02,27.42,137.25,4.73,0.0341,-0.0054,0.9994
1795,61.07679702048417,True,253.54,398.09,0.987,-0.1606,-9.24,88.55,138.41,2691.0,88.55,27.29,138.41,3.51,0.025,-0.0041,0.9997
1796,61.110823091247674,True,251.36,398.28,0.9876,-0.1568,-9.02,87.69,137.25,2676.0,87.69,27.29,137.25,5.52,0.0397,-0.0063,0.9992
1797,61.14484916201118,True,250.32,398.26,0.9877,-0.1564,-9.0,87.93,137.25,2668.0,87.93,27.22,137.25,4.95,0.0356,-0.0056,0.9993
1798,61.17887523277468,True,249.77,398.29,0.9875,-0.1573,-9.05,87.87,138.24,2674.0,87.87,27.44,138.24,5.14,0.0367,-0.0059,0.9993
1799,61.212901303538175,True,248.91,398.55,0.9878,-0.1554,-8.94,88.29,138.23,2683.0,88.29,27.99,138.23,4.12,0.0294,-0.0046,0.9996
1800,61.24692737430168,True,248.56,399.07,0.9882,-0.1534,-8.83,87.92,138.07,2691.0,87.92,27.23,138.07,5.02,0.0359,-0.0056,0.9993
1801,61.28095344506518,True,249.57,399.26,0.9879,-0.1551,-8.92,87.89,138.23,2692.0,87.89,27.61,138.23,5.1,0.0364,-0.0057,0.9993
1802,61.31497951582868,True,250.62,399.49,0.9879,-0.155,-8.92,88.27,138.23,2682.0,88.27,26.12,138.23,4.18,0.0299,-0.0047,0.9995
1803,61.34900558659218,True,251.56,400.02,0.9882,-0.1529,-8.8,87.74,138.07,2698.0,87.74,27.12,138.07,5.44,0.0389,-0.006,0.9992
1804,61.38303165735568,True,253.45,400.22,0.988,-0.1542,-8.87,87.95,138.23,2693.0,87.95,27.49,138.23,4.95,0.0354,-0.0055,0.9994
